,問題,回答,,,
1079,我認為郵票過去要花一分錢。,那是很久以前的事。,,,
1080,那是很久以前的事。,那是在我出生之前。,,,
1081,那是在我出生之前。,現在一張郵票是42美分。,,,
1082,現在一張郵票是42美分。,但 5 月份將是 44 美分。,,,
1083,但 5 月份將是 44 美分。,你曾經在郵寄過程中遺失過一封信嗎？,,,
1084,你曾經在郵寄過程中遺失過一封信嗎？,不，我沒有。,,,
1085,不，我沒有。,我也沒有。,,,
1086,我也沒有。,所以，他們為了錢做得很好。,,,
1087,所以，他們為了錢做得很好。,是的，他們這樣做。,,,
1088,是的，他們這樣做。,也許我們不該抱怨。,,,
1089,我襯衫上的一顆羈扣脫落了。,你會怎樣做？,,,
1090,你會怎樣做？,首先，我必須找到按鈕。,,,
1091,首先，我必須找到按鈕。,你在哪裡丟失的？,,,
1092,你在哪裡丟失的？,我不知道。,,,
1093,我不知道。,很難找到一個按鈕。你檢查過你的褲腳了嗎？,,,
1094,很難找到一個按鈕。你檢查過你的褲腳了嗎？,這是個好主意。,,,
1095,這是個好主意。,有一次我在褲腳口發現了一顆羈扣。,,,
1096,有一次我在褲腳口發現了一顆羈扣。,讓我看看。不，它不在那裡。,,,
1097,讓我看看。不，它不在那裡。,許多襯衫都帶有一個額外的紐帶。,,,
1098,許多襯衫都帶有一個額外的紐帶。,你說得對。這個確實有一個額外的按鈕。,,,
1099,你說得對。這個確實有一個額外的按鈕。,現在您所要做的就是將其縫上。,,,
1100,我需要去洗手間。,你喝太多咖啡了。,,,
1101,你喝太多咖啡了。,但我喜歡咖啡。,,,
1102,但我喜歡咖啡。,好吧，這是你的生活。,,,
1103,好吧，這是你的生活。,你吃太多巧克力了。,,,
1104,你吃太多巧克力了。,我不這麼認為。,,,
1105,我不這麼認為。,你照過鏡子嗎？,,,
1106,你照過鏡子嗎？,你覺得我變胖了嗎？,,,
1107,你覺得我變胖了嗎？,我沒那麼說。,,,
1108,我沒那麼說。,你說什麼？,,,
1109,你說什麼？,我說我要去趟洗手間。,,,
1110,我說我要去趟洗手間。,我以為你就是這麼說的。,,,
1111,你洗衣服了嗎？,是的，我做到了。,,,
1112,是的，我做到了。,你洗了什麼？,,,
1113,你洗了什麼？,我洗了床單和毛巾。,,,
1114,我洗了床單和毛巾。,枕頭套怎麼樣？,,,
1115,枕頭套怎麼樣？,是的，我把它們從枕頭上取下來洗了。,,,
1116,是的，我把它們從枕頭上取下來洗了。,你用烘乾機把所有東西都烘乾了嗎？,,,
1117,你用烘乾機把所有東西都烘乾了嗎？,是的，我用烘乾機把所有東西都烘乾了。,,,
1118,是的，我用烘乾機把所有東西都烘乾了。,那你做了什麼？,,,
1119,那你做了什麼？,我把所有的毛巾都折起來。,,,
1120,我把所有的毛巾都折起來。,你把床單放在床上了嗎？,,,
1121,你把床單放在床上了嗎？,是的，我把枕頭套放在枕頭上。,,,
1122,你聽廣播嗎？,我日日夜夜地聽。,,,
1123,我日日夜夜地聽。,你聽什麼？,,,
1124,你聽什麼？,主要是談話廣播。,,,
1125,主要是談話廣播。,那是什麼？,,,
1126,那是什麼？,人們談論時事。,,,
1127,人們談論時事。,他們說什麼？,,,
1128,他們說什麼？,他們說他們想要改變。,,,
1129,他們說他們想要改變。,什麼樣的改變？,,,
1130,什麼樣的改變？,他們想要減稅。,,,
1131,他們想要減稅。,他們為什麼想要減稅？,,,
1132,他們為什麼想要減稅？,因為減稅可以為他們省錢。,,,
1133,媽媽，我餓了。,看看冰箱裡。,,,
1134,看看冰箱裡。,我在看。沒有東西吃。,,,
1135,我在看。沒有東西吃。,你確定嗎？,,,
1136,你確定嗎？,它幾乎是空的。,,,
1137,它幾乎是空的。,我昨天去了市場。,,,
1138,我昨天去了市場。,我什麼也沒看到。,,,
1139,我什麼也沒看到。,我買了很多橘子和蘋果。,,,
1140,我買了很多橘子和蘋果。,我不想要水果。我想要一些好吃的。,,,
1141,我不想要水果。我想要一些好吃的。,吃水果。這是對你有好處。,,,
1142,吃水果。這是對你有好處。,下次你去市場的時候，讓我跟你一起去吧。,,,
1143,下次你去市場的時候，讓我跟你一起去吧。,不，謝謝。你只想吃熱狗和糖果。,,,
1144,有什麼吃的？,我不知道。看看冰箱裡。,,,
1145,我不知道。看看冰箱裡。,我想我會做一個三明治。,,,
1146,我想我會做一個三明治。,哪一種？,,,
1147,哪一種？,火腿三明治。,,,
1148,火腿三明治。,麵包在櫃子裡。,,,
1149,麵包在櫃子裡。,芥末在哪裡？,,,
1150,芥末在哪裡？,我想它在冰箱裡。,,,
1151,我想它在冰箱裡。,哦，是的，就是這裡。你想要一個三明治嗎？,,,
1152,哦，是的，就是這裡。你想要一個三明治嗎？,是的，聽起來不錯。,,,
1153,是的，聽起來不錯。,來點薯片怎麼樣？,,,
1154,來點薯片怎麼樣？,是的。還有一個泡菜，如果我們有的話。,,,
1155,年輕的女士，該洗澡了。,但是，媽媽，我不髒。,,,
1156,但是，媽媽，我不髒。,你每天都需要洗澡。,,,
1157,你每天都需要洗澡。,為什麼？,,,
1158,為什麼？,因為你不想聞起來難聞。,,,
1159,因為你不想聞起來難聞。,我聞起來不難聞。,,,
1160,我聞起來不難聞。,你是那樣想的。,,,
1161,你是那樣想的。,如果我聞起來很臭，我就能聞到我的味道。,,,
1162,如果我聞起來很臭，我就能聞到我的味道。,我聞到你的味道。,,,
1163,我聞到你的味道。,我也聞到你的味道。,,,
1164,我也聞到你的味道。,那是我的香水。,,,
1165,那是我的香水。,什麼時候可以噴香水？,,,
1166,我的電腦出了問題。,究竟是什麼？,,,
1167,究竟是什麼？,我得到的只是黑屏。,,,
1168,我得到的只是黑屏。,怎麼了？,,,
1169,怎麼了？,我想我知道，因為這件事以前發生過。,,,
1170,我想我知道，因為這件事以前發生過。,之前發生了什麼事？,,,
1171,之前發生了什麼事？,我的硬碟壞了。,,,
1172,我的硬碟壞了。,不好了。這是個壞消息。,,,
1173,不好了。這是個壞消息。,確實如此，但我要先打電話給惠普，以確認一下。,,,
1174,確實如此，但我要先打電話給惠普，以確認一下。,你會丟失所有文件嗎？,,,
1175,你會丟失所有文件嗎？,不，我總是備份我的文件。,,,
1176,不，我總是備份我的文件。,你真聰明。,,,
1177,我打電話給惠普詢問我的電腦。,他們說了什麼？,,,
1178,他們說了什麼？,他們說我需要一個新硬碟。,,,
1179,他們說我需要一個新硬碟。,這太糟糕了。一件新的多少錢？,,,
1180,這太糟糕了。一件新的多少錢？,不算太多，只要85美元左右。,,,
1181,不算太多，只要85美元左右。,加安裝？,,,
1182,加安裝？,不，我的硬碟很容易拆卸和更換。,,,
1183,不，我的硬碟很容易拆卸和更換。,真的嗎？,,,
1184,真的嗎？,是的，這只是幾個螺絲。,,,
1185,是的，這只是幾個螺絲。,那很好。,,,
1186,那很好。,這比付給某人 60 美元要好得多。,,,
1187,這比付給某人 60 美元要好得多。,如果我的硬碟壞了，我會打電話給你。,,,
1188,你的電子郵件地址是什麼？,這是bluedog123。,,,
1189,這是bluedog123。,藍狗123。你確定這就是全部嗎？,,,
1190,藍狗123。你確定這就是全部嗎？,是的。,,,
1191,是的。,不。這是不完整的。,,,
1192,不。這是不完整的。,你是什麼意思？,,,
1193,你是什麼意思？,你的郵寄地址是？,,,
1194,你的郵寄地址是？,456 Cherry Drive，帕薩迪納，加州 91170。,,,
1195,456 Cherry Drive，帕薩迪納，加州 91170。,這是正確的。,,,
1196,這是正確的。,所以有什麼問題？,,,
1197,所以有什麼問題？,bluedog123 就在街上。您必須給我城市、州和郵遞區號。,,,
1198,bluedog123 就在街上。您必須給我城市、州和郵遞區號。,哦，我明白了。我的電子郵件地址是 bluedog123@yahoo.com。,,,
1199,我要去小睡一下。,你應該拔掉電話插頭。,,,
1200,你應該拔掉電話插頭。,這是個好主意。,,,
1201,這是個好主意。,你想讓我在一小時後叫醒你嗎？,,,
1202,你想讓我在一小時後叫醒你嗎？,不，謝謝。讓我睡直到我醒來。,,,
1203,不，謝謝。讓我睡直到我醒來。,我將在 6:00 開始吃晚餐。,,,
1204,我將在 6:00 開始吃晚餐。,好的。我想到時候我就會醒了。,,,
1205,好的。我想到時候我就會醒了。,如果沒有，你的鼻子會把你吵醒。,,,
1206,如果沒有，你的鼻子會把你吵醒。,你是說我會聞到煮飯的味道？,,,
1207,你是說我會聞到煮飯的味道？,你甚至可能會夢見晚餐。,,,
1208,你甚至可能會夢見晚餐。,我想我不會做任何夢。我真的累了。,,,
1209,我想我不會做任何夢。我真的累了。,睡個好覺。,,,
1210,那是一場美好的葬禮。,是的，爸爸，是的。,,,
1211,是的，爸爸，是的。,兒子發表了一篇關於他父親的精彩演講。,,,
1212,兒子發表了一篇關於他父親的精彩演講。,它也很長。,,,
1213,它也很長。,我想大概有45分鐘長。,,,
1214,我想大概有45分鐘長。,但時間過得很快。很有意思。,,,
1215,但時間過得很快。很有意思。,我喜歡它。,,,
1216,我喜歡它。,我也會給你這樣的演講。,,,
1217,我也會給你這樣的演講。,你認為有人會來參加我的葬禮嗎？,,,
1218,你認為有人會來參加我的葬禮嗎？,當然。,,,
1219,當然。,我想只有家人會在那裡。,,,
1220,我想只有家人會在那裡。,你有很多朋友。他們也會在那裡！,,,
1221,哎呀！那是什麼聲音？,我不得不擤鼻子。,,,
1222,我不得不擤鼻子。,你必須在電話旁邊吹氣嗎？,,,
1223,你必須在電話旁邊吹氣嗎？,你聽到了嗎？,,,
1224,你聽到了嗎？,我當然聽到了。我以為一架飛機撞進了你的房子。,,,
1225,我當然聽到了。我以為一架飛機撞進了你的房子。,聲音沒那麼大。,,,
1226,聲音沒那麼大。,找個時間我會為你擤鼻涕，你就會看到的。,,,
1227,找個時間我會為你擤鼻涕，你就會看到的。,好的。你的話我記住了。,,,
1228,好的。你的話我記住了。,我以為你家裡有一頭大象。,,,
1229,我以為你家裡有一頭大象。,你好搞笑。,,,
1230,你好搞笑。,你說什麼？我想我已經聾了。,,,
1231,你說什麼？我想我已經聾了。,我要去衛浴擤鼻涕。我馬上回來。,,,
1232,我有一大堆朋友。,真的嗎？你有多少？,,,
1233,真的嗎？你有多少？,我不知道，也許一百個。,,,
1234,我不知道，也許一百個。,那是很多朋友。你有一個最好的朋友嗎？,,,
1235,那是很多朋友。你有一個最好的朋友嗎？,當然。我有很多最好的朋友。,,,
1236,當然。我有很多最好的朋友。,你有幾個最好的朋友？,,,
1237,你有幾個最好的朋友？,我想二十五歲左右。,,,
1238,我想二十五歲左右。,唔。我只有一個最好的朋友。,,,
1239,唔。我只有一個最好的朋友。,我為你感到難過。,,,
1240,我為你感到難過。,我只有幾個朋友。,,,
1241,我只有幾個朋友。,你一定很孤單。我會和你分享我的朋友。,,,
1242,你一定很孤單。我會和你分享我的朋友。,你真是太好了。,,,
1243,你永遠不要欺騙我。,我為什麼要這麼做？,,,
1244,我為什麼要這麼做？,因為男人喜歡出軌。,,,
1245,因為男人喜歡出軌。,有些男人會，但我不會。,,,
1246,有些男人會，但我不會。,我在看著你。,,,
1247,我在看著你。,我是一本打開的書。隨心所欲地看著我。,,,
1248,我是一本打開的書。隨心所欲地看著我。,如果我抓住你，你會後悔的。,,,
1249,如果我抓住你，你會後悔的。,你不會抓住我的，因為我愛你。我不是騙子。,,,
1250,你不會抓住我的，因為我愛你。我不是騙子。,我會把你的眼睛挖出來。,,,
1251,我會把你的眼睛挖出來。,我不想要任何其他女人。,,,
1252,我不想要任何其他女人。,我要把你的腳趾一根一根地砍掉。,,,
1253,我要把你的腳趾一根一根地砍掉。,親愛的，請。你是我唯一的女人，永遠。我發誓。,,,
1254,我討厭出去。,我也是。,,,
1255,我也是。,為什麼討厭出去？,,,
1256,為什麼討厭出去？,我遇到太多混蛋了。,,,
1257,我遇到太多混蛋了。,我同意。,,,
1258,我同意。,這個城市充滿了混蛋。,,,
1259,這個城市充滿了混蛋。,粗魯的人到處都是。,,,
1260,粗魯的人到處都是。,但你能做什麼呢？,,,
1261,但你能做什麼呢？,你可以對他們大喊大叫。,,,
1262,你可以對他們大喊大叫。,他們會對你大喊大叫。,,,
